ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0890876517,Creative Companion: How to Free Your Creative Spirit,Sark,1991,Celestial Arts,http://images.amazon.com/images/P/0890876517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890876517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890876517.01.LZZZZZZZ.jpg
0811831620,The Gryphon: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Is Rediscovered,Nick Bantock,2001,Chronicle Books,http://images.amazon.com/images/P/0811831620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811831620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811831620.01.LZZZZZZZ.jpg
0804120021,Out of Sight,CHERRY ADAIR,2003,Ivy Books,http://images.amazon.com/images/P/0804120021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804120021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804120021.01.LZZZZZZZ.jpg
0553569155,Seinlanguage,Jerry Seinfeld,1995,Bantam Books,http://images.amazon.com/images/P/0553569155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569155.01.LZZZZZZZ.jpg
0804117683,Moo,Jane Smiley,1998,Ivy Books,http://images.amazon.com/images/P/0804117683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804117683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804117683.01.LZZZZZZZ.jpg
0446600660,Strip Tease,Carl Hiaasen,1994,Warner Books,http://images.amazon.com/images/P/0446600660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446600660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446600660.01.LZZZZZZZ.jpg
0877017883,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,1991,Chronicle Books,http://images.amazon.com/images/P/0877017883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877017883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877017883.01.LZZZZZZZ.jpg
0380730200,The Giant's House : A Romance,Elizabeth McCracken,1997,Perennial,http://images.amazon.com/images/P/0380730200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730200.01.LZZZZZZZ.jpg
0671729470,Petals on the Wind (Dollanganger),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729470.01.LZZZZZZZ.jpg
0836218515,Prehistory of the Far Side,Gary Larson,1989,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218515.01.LZZZZZZZ.jpg
0373243790,Considering Kate (The Stanislaskis) (Silhouette Special Edition),Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373243790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373243790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373243790.01.LZZZZZZZ.jpg
034536676X,The World According to Garp,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/034536676X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034536676X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034536676X.01.LZZZZZZZ.jpg
0060972122,The Mysteries of Pittsburgh,Michael Chabon,1989,Perennial,http://images.amazon.com/images/P/0060972122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060972122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060972122.01.LZZZZZZZ.jpg
0449910571,Ladder of Years,Anne Tyler,1996,Ballantine Books,http://images.amazon.com/images/P/0449910571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449910571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449910571.01.LZZZZZZZ.jpg
0312284683,Faking It,Jennifer Crusie,2002,St. Martin's Press,http://images.amazon.com/images/P/0312284683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312284683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312284683.01.LZZZZZZZ.jpg
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
0385335490,Johnny Angel,DANIELLE STEEL,2003,Delacorte Press,http://images.amazon.com/images/P/0385335490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335490.01.LZZZZZZZ.jpg
0345447832,The Surgeon,TESS GERRITSEN,2001,Ballantine Books,http://images.amazon.com/images/P/0345447832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447832.01.LZZZZZZZ.jpg
0440224810,Special Delivery: A Novel,Danielle Steel,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224810.01.LZZZZZZZ.jpg
0670844527,Dolores Claiborne,Stephen King,1992,Viking Books,http://images.amazon.com/images/P/0670844527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670844527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670844527.01.LZZZZZZZ.jpg
067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/067100042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067100042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067100042X.01.LZZZZZZZ.jpg
0345422783,How Reading Changed My Life (Library of Contemporary Thought),Anna Quindlen,1998,Ballantine Books,http://images.amazon.com/images/P/0345422783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422783.01.LZZZZZZZ.jpg
0345350685,The Autobiography of Malcolm X,Malcolm X,1989,Ballantine Books,http://images.amazon.com/images/P/0345350685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350685.01.LZZZZZZZ.jpg
0515087122,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990,Jove Books,http://images.amazon.com/images/P/0515087122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515087122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515087122.01.LZZZZZZZ.jpg
034529873X,Moreta: Dragonlady of Pern,Anne McCaffrey,1991,Del Rey Books,http://images.amazon.com/images/P/034529873X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034529873X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034529873X.01.LZZZZZZZ.jpg
0679742298,The Talented Mr. Ripley (Vintage Crime/Black Lizard),Patricia Highsmith,1992,Vintage Books USA,http://images.amazon.com/images/P/0679742298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679742298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679742298.01.LZZZZZZZ.jpg
0312203039,High Five (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Press,http://images.amazon.com/images/P/0312203039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312203039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312203039.01.LZZZZZZZ.jpg
0312201656,I Capture the Castle,Dodie Smith,1999,St. Martin's Griffin,http://images.amazon.com/images/P/0312201656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312201656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312201656.01.LZZZZZZZ.jpg
0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg
0836210263,Still Pumped From Using The Mouse,Scott Adams,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836210263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836210263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836210263.01.LZZZZZZZ.jpg
0380001411,Christy,Catherine Marshall,1976,Avon,http://images.amazon.com/images/P/0380001411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380001411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380001411.01.LZZZZZZZ.jpg
0451141083,Mindbend,Robin Cook,2001,Signet Book,http://images.amazon.com/images/P/0451141083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451141083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451141083.01.LZZZZZZZ.jpg
0060507772,The Last Hero : A Discworld Fable,Terry Pratchett,2002,Eos,http://images.amazon.com/images/P/0060507772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060507772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060507772.01.LZZZZZZZ.jpg
0671534645,Apollo 13 : Lost Moon,Jim Lovell,1995,Pocket,http://images.amazon.com/images/P/0671534645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671534645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671534645.01.LZZZZZZZ.jpg
0345341678,The White Dragon (Dragonriders of Pern Vol 3),ANNE MCCAFFREY,1986,Del Rey,http://images.amazon.com/images/P/0345341678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345341678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345341678.01.LZZZZZZZ.jpg
0380759489,Xanth 14: Question Quest,Piers Anthony,1991,Eos,http://images.amazon.com/images/P/0380759489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380759489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380759489.01.LZZZZZZZ.jpg
0345327861,Crystal Singer,Anne McCaffrey,1982,Del Rey Books,http://images.amazon.com/images/P/0345327861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345327861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345327861.01.LZZZZZZZ.jpg
0061020648,Guards! Guards! (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,http://images.amazon.com/images/P/0061020648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020648.01.LZZZZZZZ.jpg
1551669412,Hot Shot,Charlotte Hughes,2002,Mira,http://images.amazon.com/images/P/1551669412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669412.01.LZZZZZZZ.jpg
0380814390,Lola Carlyle Reveals All (Avon Light Contemporary Romances),Rachel Gibson,2002,Avon,http://images.amazon.com/images/P/0380814390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380814390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380814390.01.LZZZZZZZ.jpg
1551666189,Manhunting (Mira),Jennifer Crusie,2000,Mira,http://images.amazon.com/images/P/1551666189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666189.01.LZZZZZZZ.jpg
0380782340,Nobody's Baby But Mine,Susan Elizabeth Phillips,1997,Avon,http://images.amazon.com/images/P/0380782340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380782340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380782340.01.LZZZZZZZ.jpg
0671729454,If There Be Thorns (Dollanganger),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729454.01.LZZZZZZZ.jpg
0887307876,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams,1996,HarperBusiness,http://images.amazon.com/images/P/0887307876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887307876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887307876.01.LZZZZZZZ.jpg
0312978383,Winter Solstice,Rosamunde Pilcher,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312978383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312978383.01.LZZZZZZZ.jpg
051511779X,Born in Shame,Nora Roberts,1996,Jove Books,http://images.amazon.com/images/P/051511779X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051511779X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051511779X.01.LZZZZZZZ.jpg
0425132048,Eyes of Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425132048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425132048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425132048.01.LZZZZZZZ.jpg
0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg
155166951X,What The Lady Wants,Jennifer Crusie,2002,Mira,http://images.amazon.com/images/P/155166951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155166951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155166951X.01.LZZZZZZZ.jpg
0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374199698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374199698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374199698.01.LZZZZZZZ.jpg
0345384377,Sole Survivor,DEAN KOONTZ,1997,Ballantine Books,http://images.amazon.com/images/P/0345384377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384377.01.LZZZZZZZ.jpg
0446602620,Blood Work,Michael Connelly,1998,Warner Books,http://images.amazon.com/images/P/0446602620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446602620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446602620.01.LZZZZZZZ.jpg
0743422082,The Immaculate Deception,Iain Pears,2001,Pocket,http://images.amazon.com/images/P/0743422082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743422082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743422082.01.LZZZZZZZ.jpg
0385491026,Cat's Eye,Margaret Atwood,1998,Anchor,http://images.amazon.com/images/P/0385491026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385491026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385491026.01.LZZZZZZZ.jpg
0380715430,The Mother Tongue,Bill Bryson,1991,Perennial,http://images.amazon.com/images/P/0380715430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380715430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380715430.01.LZZZZZZZ.jpg
0064400034,Farmer Boy (Little House),Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400034.01.LZZZZZZZ.jpg
0394800168,Green Eggs and Ham (I Can Read It All by Myself Beginner Books),Dr. Seuss,1960,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800168.01.LZZZZZZZ.jpg
0440186560,To Love Again,Danielle Steel,1981,Dell,http://images.amazon.com/images/P/0440186560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440186560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440186560.01.LZZZZZZZ.jpg
0440185327,Thurston House,Danielle Steel,1984,Dell,http://images.amazon.com/images/P/0440185327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440185327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440185327.01.LZZZZZZZ.jpg
0440217547,Accident,Danielle Steel,1995,Dell,http://images.amazon.com/images/P/0440217547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217547.01.LZZZZZZZ.jpg
0451201744,The Walking,Bentley Little,2000,Signet Book,http://images.amazon.com/images/P/0451201744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451201744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451201744.01.LZZZZZZZ.jpg
0515087947,The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun,1995,Jove Books,http://images.amazon.com/images/P/0515087947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515087947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515087947.01.LZZZZZZZ.jpg
0670868361,Desperation,Stephen King,1996,Viking Books,http://images.amazon.com/images/P/0670868361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670868361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670868361.01.LZZZZZZZ.jpg
0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1989,Plume Books,http://images.amazon.com/images/P/0452262143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452262143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452262143.01.LZZZZZZZ.jpg
0451167805,Firestarter,Stephen King,2003,Signet Book,http://images.amazon.com/images/P/0451167805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167805.01.LZZZZZZZ.jpg
0451132378,Pet Sematary,Stephen King,1984,Signet Book,http://images.amazon.com/images/P/0451132378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451132378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451132378.01.LZZZZZZZ.jpg
0451190564,The Green Mile: Night Journey (Green Mile Series),Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190564.01.LZZZZZZZ.jpg
0451190556,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190556.01.LZZZZZZZ.jpg
055357227X,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996,Bantam,http://images.amazon.com/images/P/055357227X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357227X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357227X.01.LZZZZZZZ.jpg
055329170X,Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,Bantam Books,http://images.amazon.com/images/P/055329170X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055329170X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055329170X.01.LZZZZZZZ.jpg
039914613X,Easy Prey,John Sandford,2000,Putnam Publishing Group,http://images.amazon.com/images/P/039914613X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914613X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914613X.01.LZZZZZZZ.jpg
0380708213,The Forever War,Joe Haldeman,1991,Eos,http://images.amazon.com/images/P/0380708213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380708213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380708213.01.LZZZZZZZ.jpg
0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425109720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.LZZZZZZZ.jpg
0671759345,Ruby (Landry),V.C. Andrews,1994,Pocket,http://images.amazon.com/images/P/0671759345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671759345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671759345.01.LZZZZZZZ.jpg
0440203856,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg
0440126894,Full Circle,Danielle Steel,1985,Dell,http://images.amazon.com/images/P/0440126894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440126894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440126894.01.LZZZZZZZ.jpg
0441005241,"Burnt Offerings (Anita Blake, Vampire Hunter)",Laurell K. Hamilton,2001,Ace Books,http://images.amazon.com/images/P/0441005241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441005241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441005241.01.LZZZZZZZ.jpg
0441004520,Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,Ace Books,http://images.amazon.com/images/P/0441004520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441004520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441004520.01.LZZZZZZZ.jpg
0441003745,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter,http://images.amazon.com/images/P/0441003745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003745.01.LZZZZZZZ.jpg
